,instant_L_dens,fungalC
6043,3865.7153038266742,0P/100N/100C
6049,516.4634667484795,0P/100N/100C
6050,1159.1791666926636,0P/100N/100C
6051,861.5643669988867,0P/100N/100C
6052,1377.3903433575792,0P/100N/100C
6053,1231.840849389138,0P/100N/100C
6054,1014.125677112016,0P/100N/100C
6056,971.0643938886956,0P/100N/100C
6057,943.3838136432822,0P/100N/100C
6058,859.0926213127397,0P/100N/100C
6060,1135.6081816034095,0P/100N/100C
6061,858.5505290280311,0P/100N/100C
6062,817.490868490574,0P/100N/100C
6063,773.610828932435,0P/100N/100C
6064,658.3659852265616,0P/100N/100C
6065,710.4694546784664,0P/100N/100C
6066,522.881960894979,0P/100N/100C
6067,482.96560868369016,0P/100N/100C
6068,518.7635871634801,0P/100N/100C
6069,682.2385022064078,0P/100N/100C
6070,765.1173555230746,0P/100N/100C
6071,834.0345239926172,0P/100N/100C
6072,1060.0084417530197,0P/100N/100C
6073,1214.8364024540313,0P/100N/100C
6074,1415.072316794295,0P/100N/100C
6075,1394.8792400369482,0P/100N/100C
6076,1399.4752469380223,0P/100N/100C
6077,1325.490081991957,0P/100N/100C
6078,1238.5993902589273,0P/100N/100C
6079,1105.0564006757302,0P/100N/100C
6080,1066.3179971565437,0P/100N/100C
6081,993.0407386891993,0P/100N/100C
6082,1438.3963378539001,0P/100N/100C
6083,975.669090939188,0P/100N/100C
6085,2053.9539041790385,0P/100N/100C
6087,738.5094647770937,0P/100N/100C
6089,572.3730005060937,0P/100N/100C
6090,799.4134411528933,0P/100N/100C
6091,685.650389517766,0P/100N/100C
6092,1264.0360952876088,0P/100N/100C
6093,1307.9085030156477,0P/100N/100C
6094,905.7449454338487,0P/100N/100C
6096,865.129753721459,0P/100N/100C
6097,694.2354685228074,0P/100N/100C
6098,1566.214051505963,0P/100N/100C
6100,1328.9309915023691,0P/100N/100C
6101,1349.5440154128999,0P/100N/100C
6102,2163.940626681941,0P/100N/100C
6103,760.3483044638457,0P/100N/100C
6104,825.1375073669932,0P/100N/100C
6105,1581.4400489225175,0P/100N/100C
6106,1544.4378372439242,0P/100N/100C
6107,1064.2576745038973,0P/100N/100C
6108,1823.0631734238966,0P/100N/100C
6109,1403.6235683059085,0P/100N/100C
6111,1705.5645099406188,0P/100N/100C
6112,1845.088126194679,0P/100N/100C
6113,1706.1241835658504,0P/100N/100C
6114,1792.8792172613178,0P/100N/100C
6115,2255.2654568484068,0P/100N/100C
6116,1969.5545994689303,0P/100N/100C
6117,2230.044032425092,0P/100N/100C
6118,2537.1400583521963,0P/100N/100C
6120,1075.7045409700274,0P/100N/100C
6124,-563.377114579412,0P/100N/100C
6127,-361.8800344393024,0P/100N/100C
6136,666.8182482547955,0P/100N/100C
6137,661.6109103751232,0P/100N/100C
6138,-102.54481927096504,0P/100N/100C
6590,859.655810356916,0P/100N/100C
6591,990.2925984570912,0P/100N/100C
6592,1094.3845358685671,0P/100N/100C
6593,1398.7031252835172,0P/100N/100C
6594,1114.069360420672,0P/100N/100C
6595,1373.2879206198934,0P/100N/100C
6596,1228.4393493271648,0P/100N/100C
6597,1163.9672816588547,0P/100N/100C
6598,1103.3247138107097,0P/100N/100C
6599,1578.531843618165,0P/100N/100C
6600,1253.4913146921258,0P/100N/100C
6601,1680.8583899020493,0P/100N/100C
6602,1500.8123473314263,0P/100N/100C
6603,1625.7855471009152,0P/100N/100C
6604,1167.4987738973462,0P/100N/100C
6605,1442.240507743685,0P/100N/100C
6606,836.8843320346691,0P/100N/100C
6607,768.8334198616315,0P/100N/100C
6608,587.3789933375468,0P/100N/100C
6609,877.5777751746934,0P/100N/100C
6610,869.9718255434932,0P/100N/100C
6611,1314.0280731729754,0P/100N/100C
6612,1420.872464553663,0P/100N/100C
6613,1082.896914945152,0P/100N/100C
6614,1073.4486160625984,0P/100N/100C
6615,711.2118916695067,0P/100N/100C
6616,858.578559935743,0P/100N/100C
6617,779.8599965997205,0P/100N/100C
6618,995.0313741110668,0P/100N/100C
6619,974.7735561102634,0P/100N/100C
6620,1162.8593004992708,0P/100N/100C
6621,955.7248527108421,0P/100N/100C
6622,951.0589113865486,0P/100N/100C
6623,884.2142583884394,0P/100N/100C
6624,849.9413616891424,0P/100N/100C
6625,1206.5619687721476,0P/100N/100C
6627,568.0022537581785,0P/100N/100C
6641,449.86273269642476,0P/100N/100C
6642,660.2229494351104,0P/100N/100C
6643,1110.8302578608987,0P/100N/100C
6644,757.2488581861983,0P/100N/100C
6645,836.3371416953445,0P/100N/100C
6647,569.7852981520339,0P/100N/100C
6648,692.0015016983674,0P/100N/100C
6649,335.9155290675354,0P/100N/100C
6650,592.072617304469,0P/100N/100C
6651,453.73084565440183,0P/100N/100C
6652,1025.3135750680487,0P/100N/100C
6653,597.992647264778,0P/100N/100C
6654,878.8053904902391,0P/100N/100C
6655,613.5139345676613,0P/100N/100C
6656,179.4459702593738,0P/100N/100C
6657,329.18580347528643,0P/100N/100C
6659,1245.649484755449,0P/100N/100C
6662,674.3992019148782,0P/100N/100C
6663,237.25237644319938,0P/100N/100C
6664,150.89228505972105,0P/100N/100C
6666,719.7043852217625,0P/100N/100C
6667,445.00458259499726,0P/100N/100C
6669,728.3807249544901,0P/100N/100C
6670,306.3733387712903,0P/100N/100C
6671,841.2809773799687,0P/100N/100C
6673,1059.813539702027,0P/100N/100C
6674,545.5135380386039,0P/100N/100C
6676,-751.8967475809884,0P/100N/100C
6677,-1185.5345439337195,0P/100N/100C
6679,-4.955395672857524,0P/100N/100C
6680,-91.71415243515568,0P/100N/100C
6681,4632.840667392348,0P/100N/100C
6684,-223.01882481331896,0P/100N/100C
6687,-560.345299972494,0P/100N/100C
6693,594.4101997355726,0P/100N/100C
6700,1037.8514469785864,0P/100N/100C
6701,1115.3667200641812,0P/100N/100C
6705,895.429428616783,0P/100N/100C
6713,758.9395953867388,0P/100N/100C
6716,878.9929891890837,0P/100N/100C
6717,980.5914582080218,0P/100N/100C
6718,1030.2875751029412,0P/100N/100C
6721,1056.1915905296307,0P/100N/100C
6722,975.2769289202931,0P/100N/100C
6723,1007.1129179233908,0P/100N/100C
6729,779.3885222662434,0P/100N/100C
6731,788.8450731594348,0P/100N/100C
6732,884.497756510759,0P/100N/100C
6733,901.2871315857775,0P/100N/100C
6734,905.0482880210047,0P/100N/100C
6736,970.7228728022171,0P/100N/100C
6737,953.7093543652397,0P/100N/100C
6738,1068.8056199881307,0P/100N/100C
6739,1182.6178904520038,0P/100N/100C
6741,1303.3653045349388,0P/100N/100C
6742,1269.9756480492179,0P/100N/100C
6743,1229.7517232983412,0P/100N/100C
7172,452.023922410859,0P/100N/100C
7175,-186.88719609861212,0P/100N/100C
7176,-110.89297833182592,0P/100N/100C
7177,52.2511821417775,0P/100N/100C
7178,183.85912098816635,0P/100N/100C
7179,374.9169220828251,0P/100N/100C
7181,384.0527211145019,0P/100N/100C
7182,420.75816720245564,0P/100N/100C
7185,671.4106091543612,0P/100N/100C
7186,375.7358107802697,0P/100N/100C
7189,494.5362320470503,0P/100N/100C
7190,439.2528248165954,0P/100N/100C
7191,1020.3077437455333,0P/100N/100C
7192,72.22972812579307,0P/100N/100C
7193,277.62708772118606,0P/100N/100C
7195,293.08339666383796,0P/100N/100C
7199,2039.4863651874502,0P/100N/100C
7200,886.7855263631083,0P/100N/100C
7202,2577.4160552274166,0P/100N/100C
7203,-902.643208896599,0P/100N/100C
7204,437.3593595034221,0P/100N/100C
7205,592.5947666977199,0P/100N/100C
7206,641.9180512067758,0P/100N/100C
7207,494.6952643401848,0P/100N/100C
7208,483.41844955472067,0P/100N/100C
7209,520.0478682940441,0P/100N/100C
7210,126.834117533402,0P/100N/100C
7211,120.8404184407226,0P/100N/100C
7212,120.40488844813696,0P/100N/100C
7213,115.97168431622579,0P/100N/100C
7215,262.0221014373314,0P/100N/100C
7216,279.92924035594376,0P/100N/100C
7217,276.845692570772,0P/100N/100C
7219,330.2403422258867,0P/100N/100C
7220,283.98265454716955,0P/100N/100C
7222,285.7441043340531,0P/100N/100C
7227,936.2112093776846,0P/100N/100C
7228,1204.4491309299428,0P/100N/100C
7229,556.369256584797,0P/100N/100C
7230,793.7982154817045,0P/100N/100C
7231,369.68793430423193,0P/100N/100C
7232,340.91244955467204,0P/100N/100C
7233,306.8371470371509,0P/100N/100C
7234,746.9062355031949,0P/100N/100C
7235,234.46208746409525,0P/100N/100C
7236,494.9006314970086,0P/100N/100C
7237,550.6750094732305,0P/100N/100C
7238,370.86068532140166,0P/100N/100C
7239,427.6958077402242,0P/100N/100C
7240,696.6245106743611,0P/100N/100C
7241,727.1066749209557,0P/100N/100C
7247,678.4871536940685,0P/100N/100C
7248,443.9918265723333,0P/100N/100C
7249,640.6063397340185,0P/100N/100C
7250,559.7939234669944,0P/100N/100C
7251,640.7063896097023,0P/100N/100C
7252,602.7197457115053,0P/100N/100C
7253,712.2022905409752,0P/100N/100C
7254,526.6750890176818,0P/100N/100C
7255,655.4550313358885,0P/100N/100C
7256,628.9955189615891,0P/100N/100C
7257,732.3398351670304,0P/100N/100C
7258,764.5815798392073,0P/100N/100C
7259,848.2913530764292,0P/100N/100C
7260,804.8332110545228,0P/100N/100C
7261,820.0159877907493,0P/100N/100C
7262,909.2783027586696,0P/100N/100C
7269,1863.2166772428486,0P/100N/100C
7270,1585.5801215169663,0P/100N/100C
7271,1518.5869211580684,0P/100N/100C
7272,1425.9576122482656,0P/100N/100C
7273,1256.1644626751756,0P/100N/100C
7274,950.7275875395669,0P/100N/100C
7275,1071.138200963742,0P/100N/100C
7276,1641.3957705949401,0P/100N/100C
7277,1438.419037771468,0P/100N/100C
7284,3656.999059968904,0P/100N/100C
7287,2472.656326468845,0P/100N/100C
8675,1778.2596433299045,100P/100N/100C
8676,2299.19349180912,100P/100N/100C
8677,2294.446034819163,100P/100N/100C
8678,2404.3996541286074,100P/100N/100C
8679,2271.68874213176,100P/100N/100C
8680,2339.7356113513088,100P/100N/100C
8681,2287.761155493359,100P/100N/100C
8682,2179.927463904485,100P/100N/100C
8683,1966.0425401717773,100P/100N/100C
8684,2035.964066091743,100P/100N/100C
8685,1899.6760887395196,100P/100N/100C
8686,1896.95184497079,100P/100N/100C
8687,1964.6082644231094,100P/100N/100C
8688,2006.8403189210546,100P/100N/100C
8689,1956.051520684687,100P/100N/100C
8690,2036.1454668134722,100P/100N/100C
8691,2096.1635623571747,100P/100N/100C
8692,1877.699547880407,100P/100N/100C
8693,1679.7857656387769,100P/100N/100C
8694,1634.9048841637612,100P/100N/100C
8695,1576.957800037975,100P/100N/100C
8696,1483.530899213282,100P/100N/100C
8697,1559.5856287267543,100P/100N/100C
8698,1508.0142217896343,100P/100N/100C
8699,1309.9836328536014,100P/100N/100C
8700,1167.9908936757063,100P/100N/100C
8701,1168.5732900486314,100P/100N/100C
8702,963.3146213174099,100P/100N/100C
8713,1245.9995939057594,100P/100N/100C
8714,1182.508236443676,100P/100N/100C
8715,1192.8951978599355,100P/100N/100C
8716,1183.8021419908948,100P/100N/100C
8717,1360.4401085594798,100P/100N/100C
8718,1352.8357397198226,100P/100N/100C
8719,1410.265881132498,100P/100N/100C
8720,1422.1667136985686,100P/100N/100C
8721,1330.0223613541139,100P/100N/100C
8722,1510.099839466453,100P/100N/100C
8723,1212.1064314369407,100P/100N/100C
8724,1237.473159192098,100P/100N/100C
8725,1260.9387434598236,100P/100N/100C
8726,1796.1292545343397,100P/100N/100C
8727,1941.038082841968,100P/100N/100C
8728,2129.3771241918357,100P/100N/100C
8730,1389.8888521752333,100P/100N/100C
8736,941.0269272968757,100P/100N/100C
8738,1003.6718574841093,100P/100N/100C
8740,923.8483477840593,100P/100N/100C
8741,2221.482681423293,100P/100N/100C
8742,1576.732856702209,100P/100N/100C
8743,1577.687857559261,100P/100N/100C
8744,1316.0047813197657,100P/100N/100C
8745,1687.155844192806,100P/100N/100C
8749,4079.2487927471775,100P/100N/100C
8756,1676.0307743357032,100P/100N/100C
8757,1682.38386684503,100P/100N/100C
8758,1646.4342503068092,100P/100N/100C
8759,1696.2078939955304,100P/100N/100C
8760,1698.8950373518976,100P/100N/100C
8770,2770.528274236317,100P/100N/100C
8771,2957.7737697317384,100P/100N/100C
8772,3228.1141453393516,100P/100N/100C
8773,3635.355280409858,100P/100N/100C
8774,3711.560741189843,100P/100N/100C
8775,3770.0564363961566,100P/100N/100C
8776,3931.732497003652,100P/100N/100C
8777,3927.505296481741,100P/100N/100C
8778,3775.6289514367963,100P/100N/100C
8779,3774.51919903305,100P/100N/100C
8780,3719.9783739569034,100P/100N/100C
8781,3653.0081935522176,100P/100N/100C
8782,3646.7818548115833,100P/100N/100C
8783,3781.630933288958,100P/100N/100C
8784,3853.013127034151,100P/100N/100C
8785,3892.8484182504967,100P/100N/100C
8786,3856.600936086683,100P/100N/100C
8787,3525.0931243655004,100P/100N/100C
8788,3505.9164869046062,100P/100N/100C
8789,3224.2284951336997,100P/100N/100C
8790,2817.4689001607476,100P/100N/100C
8791,3002.372109888806,100P/100N/100C
8792,3326.2693505733214,100P/100N/100C
8793,3484.270334282487,100P/100N/100C
8794,3855.431199921606,100P/100N/100C
8795,4515.64343480245,100P/100N/100C
8796,4585.746608216119,100P/100N/100C
8797,4735.273226304642,100P/100N/100C
8798,4579.742311895981,100P/100N/100C
8799,4660.87313502108,100P/100N/100C
8800,4557.931256122973,100P/100N/100C
8802,4140.933411976544,100P/100N/100C
8803,4248.154753022693,100P/100N/100C
8804,3733.853946161994,100P/100N/100C
8813,3300.5604398251617,100P/100N/100C
8816,3342.7020761673025,100P/100N/100C
8817,3407.379386277075,100P/100N/100C
8818,3400.1886573465367,100P/100N/100C
8819,3295.5190428309174,100P/100N/100C
8822,2697.279367579541,100P/100N/100C
8823,2021.6377273204603,100P/100N/100C
8825,838.6788747032523,100P/100N/100C
8826,3093.134584132609,100P/100N/100C
8827,2390.7767142428756,100P/100N/100C
8828,1493.9747651988732,100P/100N/100C
8831,1890.634625232297,100P/100N/100C
8833,2033.605016729415,100P/100N/100C
8834,958.0363229528675,100P/100N/100C
8835,1338.9974067611745,100P/100N/100C
8836,2008.5121561419191,100P/100N/100C
8837,1798.3322891348253,100P/100N/100C
8838,1933.9760666890325,100P/100N/100C
8839,2097.919737202743,100P/100N/100C
8840,1793.4958964703796,100P/100N/100C
8841,1897.9547264439188,100P/100N/100C
8842,1879.3345390009308,100P/100N/100C
8843,1952.6870192097967,100P/100N/100C
8844,1974.990027732693,100P/100N/100C
8845,1844.3912814837518,100P/100N/100C
8846,3170.516757730461,100P/100N/100C
8850,1146.7588860111343,100P/100N/100C
8854,1490.6399679248289,100P/100N/100C
8856,1300.257478094821,100P/100N/100C
8858,5156.579055657211,100P/100N/100C
8862,494.4671047706476,100P/100N/100C
8864,1702.2045769475073,100P/100N/100C
8866,2063.126123548754,100P/100N/100C
8867,1798.948228935955,100P/100N/100C
8868,1237.9082333155377,100P/100N/100C
8878,1716.6207868358936,100P/100N/100C
8879,1714.269153313535,100P/100N/100C
8880,1789.3202249337273,100P/100N/100C
8881,1548.9518460937784,100P/100N/100C
8882,1875.1877835285559,100P/100N/100C
8883,2314.1664134945877,100P/100N/100C
8884,2057.4034800421014,100P/100N/100C
8886,2172.610420424267,100P/100N/100C
8888,1700.3059062036316,100P/100N/100C
8889,1351.5910982379498,100P/100N/100C
8890,2173.7149757180855,100P/100N/100C
8891,1326.7484825851852,100P/100N/100C
8893,2627.445170006008,100P/100N/100C
8894,2538.683092680449,100P/100N/100C
8895,2078.111548817705,100P/100N/100C
8896,2718.7558093294065,100P/100N/100C
8897,2002.4904598883422,100P/100N/100C
8898,1839.426174281848,100P/100N/100C
8899,2124.514003613926,100P/100N/100C
8900,2069.6935190567156,100P/100N/100C
8901,2124.6389233304762,100P/100N/100C
8902,2154.0225955027317,100P/100N/100C
8903,2235.277264923796,100P/100N/100C
8904,2176.1508900586487,100P/100N/100C
8905,2353.2868929538167,100P/100N/100C
8906,2393.6597266563926,100P/100N/100C
8907,2263.0152194484303,100P/100N/100C
8908,2421.886084058586,100P/100N/100C
8909,2548.938502741823,100P/100N/100C
8910,2557.786085276868,100P/100N/100C
8911,2598.884955893051,100P/100N/100C
8912,2811.31789270004,100P/100N/100C
8922,2339.2183618607405,100P/100N/100C
8928,1302.3843692169744,100P/100N/100C
8931,1364.9606595141533,100P/100N/100C
8932,1692.4976150048606,100P/100N/100C
8934,1897.241879898741,100P/100N/100C
8935,1937.4591329013397,100P/100N/100C
8936,2688.788363006222,100P/100N/100C
8937,2443.5193645899103,100P/100N/100C
8938,2719.841864836457,100P/100N/100C
8939,2186.95180652341,100P/100N/100C
8940,2351.554798635565,100P/100N/100C
8941,2325.9500716700813,100P/100N/100C
8942,2378.148537066384,100P/100N/100C
8948,2407.8728721180105,100P/100N/100C
8949,3191.396687481156,100P/100N/100C
8952,2975.315707124822,100P/100N/100C
8953,3179.738181241569,100P/100N/100C
8954,2492.560483134468,100P/100N/100C
8960,3563.2054955318104,100P/100N/100C
8961,3123.2411722288257,100P/100N/100C
8962,2387.4851109944543,100P/100N/100C
8963,2790.588908376088,100P/100N/100C
8964,2559.4773283787977,100P/100N/100C
8965,2586.2943228785402,100P/100N/100C
8966,2751.005940089895,100P/100N/100C
8967,2879.330616467023,100P/100N/100C
8968,2322.8494603864146,100P/100N/100C
8969,2329.6557708135583,100P/100N/100C
8970,2415.8627184589254,100P/100N/100C
8980,-1123.609860909407,100P/100N/100C
8981,-831.5654994721652,100P/100N/100C
8987,809.0201288793531,100P/100N/100C
9815,1749.9494222719602,100P/100N/100C
9816,1795.2670054228306,100P/100N/100C
9817,1909.6086773436357,100P/100N/100C
9818,2200.2900607298234,100P/100N/100C
9819,3276.6020326891166,100P/100N/100C
9820,3183.6583141371198,100P/100N/100C
9821,3187.6351105384997,100P/100N/100C
9822,3008.755556687933,100P/100N/100C
9823,2886.1253816098047,100P/100N/100C
9824,2360.2174249615177,100P/100N/100C
9825,2206.7839259475145,100P/100N/100C
9826,2074.1879706094296,100P/100N/100C
9827,2037.1524448474856,100P/100N/100C
9828,2013.3531460372978,100P/100N/100C
9829,2115.2128362584226,100P/100N/100C
9830,1444.6355778080808,100P/100N/100C
9831,1476.7134900224394,100P/100N/100C
9832,1560.6985999659125,100P/100N/100C
9833,1204.1655455803148,100P/100N/100C
9834,1281.700903318985,100P/100N/100C
9835,1794.9151912847467,100P/100N/100C
9836,1775.3620758804657,100P/100N/100C
9837,1798.6951432900437,100P/100N/100C
9838,2590.0782502844067,100P/100N/100C
9839,3123.1659648269315,100P/100N/100C
9840,2692.207458544522,100P/100N/100C
9841,3415.6360819438632,100P/100N/100C
9842,2764.12205360178,100P/100N/100C
9843,3245.1235611195348,100P/100N/100C
9844,2135.260889552086,100P/100N/100C
9845,2409.9204742989546,100P/100N/100C
9846,1840.1083697826991,100P/100N/100C
9847,2032.2720673664396,100P/100N/100C
9848,2018.97338202392,100P/100N/100C
9849,2024.1979736238488,100P/100N/100C
9850,1866.798676414634,100P/100N/100C
9851,1892.6675416228816,100P/100N/100C
9852,1689.5659860741443,100P/100N/100C
9853,1453.0730633701205,100P/100N/100C
9854,1592.0352363798213,100P/100N/100C
9855,1910.0627872996877,100P/100N/100C
9856,2025.2663387883551,100P/100N/100C
9857,2362.812046656981,100P/100N/100C
9858,2863.79612334905,100P/100N/100C
9859,2680.183502496512,100P/100N/100C
9860,2911.9293377498657,100P/100N/100C
9861,2408.998326545208,100P/100N/100C
9862,2312.621932526031,100P/100N/100C
9863,1328.7461380379323,100P/100N/100C
9864,2117.2257647371193,100P/100N/100C
9865,2084.401663906593,100P/100N/100C
9866,1473.6509026732922,100P/100N/100C
9867,1787.5445812933365,100P/100N/100C
9868,3374.2230335581703,100P/100N/100C
9869,2227.7518025236254,100P/100N/100C
9870,1903.9278385721518,100P/100N/100C
9871,3166.550252628806,100P/100N/100C
9875,2054.370579579857,100P/100N/100C
9876,1914.755866800989,100P/100N/100C
9877,892.7661841253191,100P/100N/100C
9878,1230.2883266062513,100P/100N/100C
9879,1473.8092500025052,100P/100N/100C
9880,852.0270986533366,100P/100N/100C
9881,1048.8291232633203,100P/100N/100C
9883,135.0986053787473,100P/100N/100C
9884,199.62165143966254,100P/100N/100C
9885,1059.866711469505,100P/100N/100C
9886,380.79526280502057,100P/100N/100C
9887,810.3534441053424,100P/100N/100C
9888,1225.980505652594,100P/100N/100C
9889,1875.5842482584328,100P/100N/100C
9890,441.27839643232653,100P/100N/100C
9941,4942.251687569695,100P/100N/100C
9944,2630.94891207418,100P/100N/100C
9946,1444.6775803429293,100P/100N/100C
9947,1313.7617108545776,100P/100N/100C
9956,3019.197994724689,100P/100N/100C
9957,3352.2775811040246,100P/100N/100C
9958,3200.580312476632,100P/100N/100C
9959,2413.393752924058,100P/100N/100C
9961,2002.6286304245102,100P/100N/100C
9963,2869.8368185229733,100P/100N/100C
9964,3587.9956531588678,100P/100N/100C
9965,3121.7509088241836,100P/100N/100C
9966,4146.761806061759,100P/100N/100C
9967,2577.894896109955,100P/100N/100C
9968,2814.835391648348,100P/100N/100C
9969,3619.0249313084296,100P/100N/100C
9970,4514.857503650216,100P/100N/100C
9971,4288.89052671048,100P/100N/100C
9974,1648.3197588650464,100P/100N/100C
9975,2270.6762076716377,100P/100N/100C
9976,1875.0376489412004,100P/100N/100C
9977,1994.2977541477785,100P/100N/100C
9978,1543.0095790733767,100P/100N/100C
9979,1691.8765791143826,100P/100N/100C
9980,1665.827595850932,100P/100N/100C
9981,1573.1954546635059,100P/100N/100C
9982,1501.177752657627,100P/100N/100C
9983,1552.0510100645658,100P/100N/100C
9984,1531.5598964996302,100P/100N/100C
9985,1588.6864385871343,100P/100N/100C
9986,1706.1477830663994,100P/100N/100C
9987,2274.803737965978,100P/100N/100C
9988,2083.620914749105,100P/100N/100C
9989,2098.077172665469,100P/100N/100C
9990,2014.3296603529445,100P/100N/100C
9991,2113.394249318077,100P/100N/100C
9992,1811.2892179252,100P/100N/100C
9993,1818.2735102970023,100P/100N/100C
9994,1803.3183138377167,100P/100N/100C
9995,1849.8074509363162,100P/100N/100C
9996,1787.7391290262806,100P/100N/100C
9997,1632.7937068997915,100P/100N/100C
9998,1719.3379655778551,100P/100N/100C
9999,1628.249670047082,100P/100N/100C
10000,1538.411974817955,100P/100N/100C
10001,1236.690949871756,100P/100N/100C
10002,1136.3504290868102,100P/100N/100C
10003,805.1762876128599,100P/100N/100C
10004,841.9577482267596,100P/100N/100C
10005,632.0404638323562,100P/100N/100C
10006,897.1551036044993,100P/100N/100C
10007,1119.7484439229768,100P/100N/100C
10008,1221.8976882534735,100P/100N/100C
10009,1282.9596060262227,100P/100N/100C
10010,1574.2957229949382,100P/100N/100C
10011,1601.7723996485313,100P/100N/100C
10012,1641.396252790997,100P/100N/100C
10013,1766.579793365605,100P/100N/100C
10014,1324.30613214769,100P/100N/100C
10015,1775.8995975973273,100P/100N/100C
10016,1596.7930735920675,100P/100N/100C
10017,1642.3187790081008,100P/100N/100C
10018,1529.7640992435436,100P/100N/100C
10019,1610.0679416843866,100P/100N/100C
10020,1531.555824587695,100P/100N/100C
10021,1408.7017075649746,100P/100N/100C
10022,1368.2380876991424,100P/100N/100C
10023,1420.5643591683727,100P/100N/100C
10024,1631.2218649537053,100P/100N/100C
10025,1411.1431596530447,100P/100N/100C
10026,1646.6810424567007,100P/100N/100C
10027,1903.5495643635982,100P/100N/100C
10028,1626.1896257433032,100P/100N/100C
10029,776.6345694249218,100P/100N/100C
10030,781.6971723600527,100P/100N/100C
10031,838.3873714062132,100P/100N/100C
10032,827.2933564210456,100P/100N/100C
10033,914.8129350729715,100P/100N/100C
10034,2460.275886635872,100P/100N/100C
10035,2356.34091997551,100P/100N/100C
10036,2091.7564761213184,100P/100N/100C
10037,2025.0244348487267,100P/100N/100C
10038,2678.204304778195,100P/100N/100C
10039,2189.3297164409296,100P/100N/100C
10043,2729.4983103866325,100P/100N/100C
10044,2905.6438849103415,100P/100N/100C
10047,1926.5127794357738,100P/100N/100C
10048,1330.9999564659727,100P/100N/100C
10050,1779.3263593766478,100P/100N/100C
10051,1609.6367265784993,100P/100N/100C
10054,1970.3647853608277,100P/100N/100C
10055,2549.349801210878,100P/100N/100C
10056,3534.6204432525383,100P/100N/100C
10057,3995.7471233703145,100P/100N/100C
10071,1657.6903101521536,100P/100N/100C
10072,663.0085681930119,100P/100N/100C
10073,288.21777378258264,100P/100N/100C
10074,1087.375326375302,100P/100N/100C
10075,-49.24241948295629,100P/100N/100C
